item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
133,GEREB-045-FIO-26,"Terreiros Vivos: Ancestralidade, Agricultura Tradicional E Energia Para O Futuro Programa De Formação E Diagnóstico Para Transição Energética Em Terreiros De Matriz Africana.","Fortalecer A Autonomia Socioterritorial Dos Terreiros De Matriz Africana Por Meio De Um Programa De Formação E Da Elaboração De Diagnósticos Que Subsidiem A Implementação De Uma Transição Energética Justa, Sustentável E Alinhada Aos Modos De Vida Tradicionais.",Denise Oliveira e Silva,PALIN,25027.000587/2025-46,EMENDA PARLAMENTAR,DEP. TARCÍSIO MOTTA,,44830004,Extensão,2026-06-25,2028-06-25,Produção De Insumos Estratégicos,500000.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
134,GEREB-042-FIO-26,"Educação Popular, Agroecologia, Soberania Alimentar E Equidade Racial Em Territórios Populares De São Paulo","Fortalecer Processos Territoriais De Soberania Alimentar, Promoção Da Saúde E Equidade Racial Em Territórios Populares De São Paulo, Por Meio Da Educação Popular, Agroecologia, Práticas Integrativas E Diagnóstico Participativo.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000231/2026-93,EMENDA PARLAMENTAR,DEP. VICENTINHO,,19970005,Extensão,2026-06-24,2027-06-24,Atenção Em Saúde,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
135,GEREB-044-FIO-26,"Saberes Que Circulam, Vida Que Se Cultiva: As Feiras Da Agricultura Familiar Como Territórios De Saúde E Agroecologia","Fortalecer A Agricultura Camponesa No Estado De São Paulo Por Meio Das Feiras De Saberes E Sabores Da Agricultura Familiar, Reconhecendo-As E Potencializando-As Como Territórios Pedagógicos, Socioprodutivos E Culturais.",André Luiz Dutra Fenner,PSAT,25027.000206/2026-18,EMENDA PARLAMENTAR,DEP. NILTO TATTO,,37350016,Ensino,2026-06-24,2027-12-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",1000000.00,0.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
136,GEREB-039-FIO-26,"Projeto Bem Viver - Formação Comunitária Em Bem-Estar Integral, Práticas Integrativas E Economia Solidária","Formar E Implantar Núcleos Territoriais De Cuidado Comunitário, Baseados Em Práticas Integrativas E Organizados Sob A Lógica Da Economia Solidária, Por Meio Da Articulação Entre Instituições Científicas, Metodologias Participativas E Organização Social Territorial.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000232/2026-38,EMENDA PARLAMENTAR,DEP. VICENTINHO E DEP. JULIANA CARDOSO,,19970005/44020005,Pesquisa,2026-06-25,2027-12-25,"Ciência, Tecnologia, Saúde E Sociedade",650000.00,6372.00,643628.00,6370.00,0.00,2.00,2.00,0.00,99.97,99.02
137,GEREB-049-FIO-26,"Cosmovisão Africana, Plantas Medicinais E Saúde: O Papel Dos Terreiros Na Promoção Do Bem-Estar E No Desenvolvimento De Tecnologias A Partir Da Sociobiodiversidade.","Investigar E Valorizar O Papel Das Plantas Medicinais Utilizadas Nos Terreiros Como Elementos Sagrados E Terapêuticos, Visando Seu Potencial Como Insumos Para Atenção E Promoção Em Saúde, No Âmbito Do Sus, Com Base Na Sociobiodiversidade, Na Etnobotânica, Nas Cadeias De Valor E Na Ciência Cidadã.",Denise Oliveira e Silva,PALIN,25027.000560/2025-53,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2026-06-24,2028-06-24,"Ciência, Tecnologia, Saúde E Sociedade",1800000.00,19440.00,1780560.00,19440.00,0.00,0.00,0.00,0.00,100.00,98.92
138,GEREB-053-FIO-26,Quando A Vida Encontra Espaço Para Florescer: Agroecologia Urbana E Saúde Como Direito Coletivo,"Fortalecer Processos De Formação-Ação Em Saúde, Agroecologia Urbana E Direito À Cidade, Junto A Pessoas Em Situação De Rua, Egressos (As) De Instituições Socioeducativas E Coletivos Populares Organizados Pela Luta Por Moradia, Promovendo O Protagonismo Dos Sujeitos, A Construção De Práticas Coletivas De Cuidado E Alimentação Saudável E O Fortalecimento De Territórios Urbanos Mais Justos, Solidários E Produtores De Saúde.",André Luiz Dutra Fenner,PSAT,25027.000140/2026-58,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Extensão,2026-06-24,2027-12-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",400000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
139,GEREB-050-FIO-26,Marcha Das Margaridas 2027 Em Brasília,"Construir Processo De Comunicação Popular Feminista Que Fortaleça A Participação De Mulheres Do Campo, Das Florestas E Das Águas Agricultoras Na Marcha Das Margaridas 2027.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000133/2026-56,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Pesquisa,2026-06-25,2027-12-25,Atenção Em Saúde,400000.00,3920.00,396080.00,3920.00,0.00,0.00,0.00,0.00,100.00,99.02
140,GEREB-054-FIO-26,Fortalecimento E Ampliação Da Escola Nacional Pop Rua,Promover Ações De Fortalecimento E Ampliação Da Escola Nacional De Pop Rua.,Gustavo Correa Matta,NUPOP,25027.000210/2026-78,EMENDA PARLAMENTAR,DEP. CAROL DARTORA,,43200024,Ensino,2026-06-24,2027-06-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",500000.00,51000.00,449000.00,10540.77,0.00,40459.23,40459.23,0.00,20.67,89.80
141,GEREB-051-FIO-26,"Protagonismo, Direitos Humanos, Proteção Social E Cuidados Em Movimento Da População Em Situação De Rua: Ampliação Do Colaboratório Nacional Pop Rua Para A Região De Para Vitória (Es).","Promover Ações Integradas E Participativas De Saúde, Proteção Social, Formação Cidadã E Incidência Política Com E Para A População Em Situação De Rua, Visando Fortalecer O Protagonismo, A Redução De Danos, A Equidade No Acesso A Direitos E A Construção De Políticas Públicas Intersetoriais E Descentralizadas.",Gustavo Correa Matta,NUPOP,25027.000213/2026-10,EMENDA PARLAMENTAR,DEP. HELDER SALOMAO,,33120018,Extensão,2026-06-24,2027-06-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",250000.00,22500.00,227500.00,5375.88,13500.00,3624.12,3624.12,0.00,23.89,91.00
142,GEREB-052-FIO-26,Territórios Sustentáveis E Saudáveis Nas Periferias – Cmp/Ba.,"Promover A Saúde Das Populações Vulnerabilizadas, Prioritariamente, Alicerçando-Se Na Tecnociência Solidária Para O Enfrentamento Da Fome E A Insegurança Alimentar E Nutricional Nos Territórios Urbanos.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000223/2026-47,EMENDA PARLAMENTAR,DEP. JOSEILDO RAMOS,,41900005,Extensão,2026-06-25,2027-12-25,Atenção Em Saúde,300000.00,4200.00,295800.00,4200.00,0.00,0.00,0.00,0.00,100.00,98.60
143,GEREB-034-FIO-26,"Saneamento Como Eixo Estruturante Do Turismo De Base Comunitária: Promoção Da Saúde, Ambiente E Trabalho Em Territórios Tradicionais Do Noroeste De Minas Gerais.","Implementar E Sistematizar Estratégias De Saneamento Como Eixo Estruturante Do Turismo De Base Comunitária, Promovendo Saúde Ambiental E Condições Dignas De Trabalho Em Territórios Tradicionais Do Noroeste De Minas Gerais.",Jorge Mesquita Huet Machado,PSAT,25027.000214/2026-56,EMENDA PARLAMENTAR,DEP. ODAIR CUNHA,,14070014,Ensino,2026-06-25,2027-12-25,Atenção Em Saúde,200000.00,18000.00,182000.00,360.00,0.00,17640.00,17640.00,0.00,2.00,91.00
144,GEREB-028-FIO-26,Democracia E Equidade No Sus: Fortalecimento Da Rede De Educadores Populares,"Fortalecer E Estruturar Uma Rede Territorial De Educadores E Educadoras Populares Em Saúde, Por Meio De Processos De Educação Popular, Mobilização Comunitária E Produção Compartilhada De Conhecimento, Contribuindo Para A Ampliação Da Participação Social, Do Controle Social E Da Promoção Da Equidade Nas Políticas Públicas De Saúde No Estado De Sãopaulo.",Osvaldo Peralta Bonetti,ANGICOS,25027.000253/2026-53,EMENDA PARLAMENTAR,DEP. JULIANA CARDOSO,,44020005,Ensino,2026-06-08,2028-12-08,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",6150000.00,91000.00,6059000.00,91000.00,0.00,0.00,0.00,0.00,100.00,98.52
145,GEREB-029-FIO-26,"Quando A Cidade Aperta, O Cuidado Abraça: Saúde, Economia Solidáriae Organização Comunitária","Promover Processo Formativo Em Saúde, Economia Solidária E Organização Comunitária Junto A Populações Em Situação De Vulnerabilidade Social, Especialmente Pessoas Desempregadas E Em Situação De Precariedade Ou Ausência De Moradia No Estado De Minas Gerais.",André Luiz Dutra Fenner,PSAT,25027.000103/2026-40,EMENDA PARLAMENTAR,DEP . ERIKA KOKAY,,40640019,Ensino,2026-06-08,2027-12-08,"Ciência, Tecnologia, Saúde E Sociedade",300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,GEREB-035-FIO-26,"Cerrado Vivo E Comunidades Saudáveis: Formação-Ação Em Agroecologia, Saúde E Mudanças Climáticas","Fortalecer As Capacidades De Agricultoras E Agricultores Familiares Para A Promoção Da Saúde Em Seus Territórios, Por Meio De Processo De Formação-Ação Que Integre Agroecologia, Saúde E Mudanças Climáticas.",André Luiz Dutra Fenner,PSAT,25027.000156/2026-61,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Ensino,2026-06-22,2027-11-22,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",630000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,GEREB-062-FIO-26,Formação Em Saúde Preventiva E Saberes Populares,"Conscientizar A População Do Alto Uruguai Gaúcho (Rio Grande Do Sul/Rs) Sobre A Importância Do Autocuidado Para Com A Saúde Integral - Pessoal E Coletiva, Com Vistas A Promoção Da Qualidade De Vida, Participação E Organização Social, Política, Democrática E A Preservação Do Meio Ambiente Utilizando O Enfoque Do Referencial Teórico-Metodológico Da Educação Popular Em Saúde.",Osvaldo Peralta Bonetti,ANGICOS,25027.000256/2026-97,EMENDA PARLAMENTAR,DEP. ALEXANDRE LINDENMEYER E DEP. BOHN GASS,,42950018/28620022,Ensino,2026-06-26,2028-12-26,Atenção Em Saúde,450000.00,5900.00,444100.00,5900.00,0.00,0.00,0.00,0.00,100.00,98.69
148,GEREB-065-FIO-26,"Desenvolvimento De Estratégias Técnico-Científicas Para Articulação, Implementação E Monitoramento De Políticas De Enfrentamento À Lgbtqiafobia Previstas Na Política Nacional Dos Direitos Das Pessoas Lgbtqia+","Desenvolver E Difundir Estratégias E Instrumentos Destinados A Subsidiar Técnica E Cientificamente A Articulação, A Implementação E O Monitoramento Das Políticas Públicas E Das Ações De Enfrentamento Da Lgbtqiafobia Previstas Na Política Nacional Dos Direitos Das Pessoas Lgbtqia+, Com Vistas À Promoção Dos Direitos Humanos E Da Saúde Integral Da População Lgbtqia+ .",Wagner De Jesus Martins,COLABORATÓRIO,25027.000394/2026-76,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,004/2026,Pesquisa,2026-07-07,2028-07-07,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",1500000.00,10000.00,1490000.00,10000.00,0.00,0.00,0.00,0.00,100.00,99.33
149,GEREB-064-FIO-26,"Territorialidade, Educação Popular E Agroecologia","Desenvolver Ações De Promoção Da Saúde Por Meio Do Fortalecimento Da Agroecologia, Utilizando A Educação Popular Em Saúde (Eps) Como Base Teórico-Metodológica Para O Intercâmbio De Saberes, A Formação, A Construção E A Produção Do Conhecimentos Nos Territórios Do Campo Do Rio Grande Do Sul (Rs).",Osvaldo Peralta Bonetti,ANGICOS,25027.000249/2026-95,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28620022,Ensino,2026-06-29,2028-12-29,Atenção Em Saúde,600000.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
150,GEREB-058-FIO-26,"Alimentação, Saúde E Cultura Popular – Formação, Cuidado E Território.","Fortalecer Práticas De Cuidado Em Saúde, Por Meio Da Articulação Entre Formação-Ação, Mobilização Territorial E Produção De Conhecimento, Promovendo O Diálogo Entre Saberes Populares E Conhecimentos Técnico-Científicos Sobre Alimentação, Saúde E Cultura Popular.",André Luiz Dutra Fenner,PSAT,25027.000303/2026-01,EMENDA PARLAMENTAR,DEP. ERIKA HILTON,,43680015,Extensão,2026-07-02,2028-01-02,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",220000.00,0.00,220000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
151,GEREB-063-FIO-26,Estratégias Formativas Em Educação Popular: Expansão Da Escola Nacional Pop Rua No Rio Grande Do Norte,"Fortalecer O Protagonismo Da População Em Situação De Rua No Rio Grande Do Norte, Por Meio Da Construção De Uma Rede Territorial De Formação, Educação Popular E Participação Social.",Gustavo Correa Matta,NUPOP,25027.000413/2026-64,EMENDA PARLAMENTAR,DEP. NATALIA BONAVIDES,,41630016,Extensão,2026-07-03,2027-07-03,Assistência A Órgãos Governamentais Na Gestão De Políticas Públicas,300000.00,4540.00,295460.00,4540.00,0.00,0.00,0.00,0.00,100.00,98.49
152,GEREB-059-FIO-26,"Territórios Da Construção De Si: Protagonismo Da Juventude Para Programa De Desinstitucionalização, Educomunicação E Inclusão Social","Promover A Desinstitucionalização E A Inserção Social De Jovens E Adolescentes Em Situação De Vulnerabilidade No Distrito Federal, Por Meio De Práticas De Educomunicação, Advocacy E Inclusão Social, Ampliando Garantias De Direito À Saúde E Fortalecendosua Autonomia, Identidade E Participação Cidadã Na Construção De Seus Projetos De Vida.",José Antonio Silvestre Fernandes Neto,ASSESSORIAS,25027.000119/2026-52,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Extensão,2026-07-03,2028-01-03,Realização De Pesquisa E Desenvolvimento Tecnológico Em Saúde,600000.00,1800.00,598200.00,1800.00,0.00,0.00,0.00,0.00,100.00,99.70
153,GEREB-057-FIO-26,Ações De Educação Popular Junto A Agentes Populares Do Rio Grande Do Sul,"Fortalecer A Educação Popular Em Saúde (Eps) No Rio Grande Do Sul (Rs) Através Da Formação, Mobilização Territorial E Troca De Saberes, Fomentando A Participação Popular E A Defesa Do Sistema Único De Saúde (Sus).",Osvaldo Peralta Bonetti,ANGICOS,25027.000251/2026-64,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28260022,Ensino,2026-07-02,2029-01-02,Atenção Em Saúde,1000000.00,0.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
154,GEREB-067-FIO-26,"Redes Comunitárias De Saúde Da Mulher, Envelhecimento E Longevidade","Integrar Comunidade E Serviços De Saúde E Assistência Social Do Df, Sob Um Olhar Voltado Para Atenção À Saúde No Envelhecimento Feminino Em Grupos Vulnerabilizados Em Diferentes Regiões Administrativas Do Df.",Flávia Tavares Silva Elias,PEPTS,25027.000660/2025-80,EMENDA PARLAMENTAR,DEP. REGINALDO VERAS,,4449005,Extensão,2026-07-09,2027-07-09,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",1800000.00,3240.00,1796760.00,3240.00,0.00,0.00,0.00,0.00,100.00,99.82
155,GEREB-072-FIO-26,Formação-Ação Sindical: Observatório De Trabalho E Direito Do Distrito Federal E Região.,"Instrumentalizar Os Trabalhadores (As) Para Identificar E Contextualizar As Condições De Trabalho E Suas Relações Com A Saúde, Para A Implementação De Um Observatório De Saúde Trabalho E Direitos Humanos.",Jorge Mesquita Huet Machado,PSAT,25027.000616/2025-70,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260001,Ensino,2026-07-09,2028-01-09,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",500000.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
156,GEREB-068-FIO-26,Promoção E Vigilância Em Saúde Da População Do Lgbtqiapn+,"Desenvolver Ações Visando O Fortalecimento Da Promoção E Vigilância Em Saúde Das Populações Lgbtqiapn+, Com Foco Nas Especificidades Da Saúde Das Transmasculidades E No Combate À Violência Destas Populações.",André Luiz Dutra Fenner,PSAT,25027.000603/2025-09,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Ensino,2026-07-09,2028-01-09,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",550000.00,0.00,550000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
157,GEREB-026-FIO-26,Construindo O Desenvolvimento De Territórios Saudáveis E Sustentáveis Com Formação De Lideranças Sociais,"Desenvolver Ações De Promoção De Práticas Integrativas E Complementares Em Saúde, Por Meio Da Formação De Lideranças Sociais Em Ações De Promoção Da Saúde, Do Autocuidado, Qualidade De Vida E Preservação Do Meio Ambiente,Com Destaque Ao Protagonismo Das Mlheres Na Saúde, Por Meio Da Educação Popular Em Saúde Como Ferramenta Pedagógica E Estratégica De Fortalecimento Da Participação Scial, Com Acolhimento, Troca De Saberes E Proteção De Populações Vulneráveis.",Osvaldo Peralta Bonetti,ANGICOS,25027.000259/2026-21,EMENDA PARLAMENTAR,DEP. DENISE PESSOA,,43530020,Ensino,2026-06-02,2028-12-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3600000.00,0.00,3600000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
158,GEREB-033-FIO-26,Práticas Integrativas Em Saúde: Integração Entre Formação E Pesquisa Para Inovação No Cuidado,"Fortalecer E Qualificar As Práticas Integrativas Em Saúde (Pis) No Âmbito Do Sistema Único De Saúde (Sus), Por Meio Da Implementação De Processos Integrados De Pesquisa-Formação, De Base Participativa E Territorial, Que Articulem Saberes Tradicionais, Conhecimentos Técnico-Científicos E Práticas Comunitárias.",André Luiz Dutra Fenner,PSAT,25027.000154/2026-71,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Ensino,2026-06-24,2027-12-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",800000.00,0.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
159,GEREB-055-FIO-26,"Quintais Produtivos E Territórios Saudáveis, Sustentáveis E Solidários Das Mulheres Camponesas – Região Das Missões/Rs",Fortalecer A Autonomia Das Mulheres Camponesas Por Meio De Quintais Agroecológicos E Estratégias Participativas De Saúde E Segurança Alimentar.,Wagner De Jesus Martins,COLABORATÓRIO,25027.000308/2026-25,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28620023,Pesquisa,2026-06-23,2027-12-23,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",300000.00,3300.00,296700.00,3300.00,0.00,0.00,0.00,0.00,100.00,98.90
160,GEREB-056-FIO-26,"Saúde Planetária E Inovação Sociotécnica Para Territórios Saudáveis, Sustentáveis E Solidários Do Distrito Federal","Promover A Transformação Dos Territórios Do Distrito Federal Em Espaços Saudáveis, Sustentáveis E Solidários, Por Meio Da Articulação Entre Comunidades, Academia, Governos E Movimentos Sociais, Tendo A Formação De Pesquisadores Populares Interseccionais Como Eixo Estratégico Da Saúde Planetária Para A Promoção Da Equidade, Do Bem Viver E Da Saúde",Wagner De Jesus Martins,COLABORATÓRIO,25027.000104/2026-94,EMENDA PARLAMENTAR,DEP. RODRIGO ROLLEMBERG,,25530020,Extensão,2026-06-24,2028-06-24,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",4627000.00,6000.00,4621000.00,6000.00,0.00,0.00,0.00,0.00,100.00,99.87
161,GEREB-060-FIO-26,"Da Terra Que Alimenta À Vida Que Resiste: Agroecologia, Saúde E Bem Viver Nos Assentamentos Da Reforma Agrária","Promover Um Processo De Formação-Ação Junto Aos Gricultores(As) Familiares Das Áreas De Reforma Agrária Do Estado De São Paulo, Fortalecendo Práticas Agroecológicas Integradas Ao Cuidado Com A Saúde E Ao Enfrentamento Das Mudanças Climáticas, Por Meio Da Valorização Dos Saberes Do Território, Da Construção Coletiva De Conhecimentos E Do Desenvolvimento De Estratégias Que Ampliem A Resiliência Produtiva, Ambiental E Social, Contribuindo Para A Melhoria Das Condições De Vida, Da Segurança Alimentar E Do Bem Viver Nas Comunidades Do Campo.",André Luiz Dutra Fenner,PSAT,25027.000101/2026-51,EMENDA PARLAMENTAR,DEP. LUIZA ERUNDINA,,36110005,Ensino,2026-06-26,2027-12-26,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",400000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
162,GEREB-061-FIO-26,"A Cidade É Nossa: Cuidar, Cultivar E Resistir: Saúde, Trabalho E Agroecologia Urbana","Promover Processo De Formação-Ação Territorializados Em Saúde, Organização Comunitária E Agroecologia Urbana Junto A Populações Desempregadas E Em Situação De Vulnerabilidade Habitacional Na Região Metropolitana De Porto Alegre E Na Região Norte Do Rio Grande Do Sul, Visando Fortalecer A Autonomia Das(Os) Sujeitas(Os), Ampliar O Acesso A Direitos E Impulsionar A Construção Coletiva De Estratégias De Enfrentamento Das Desigualdades Sociais E Dos Impactos Das Mudanças Climáticas Nos Territórios Urbanos",André Luiz Dutra Fenner,PSAT,25027.000227/2026-25,EMENDA PARLAMENTAR,DEP. MARIA DO ROSÁRO,,19830018,Ensino,2026-06-26,2027-12-26,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",400000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
163,GEREB-078-FIO-26,Cidadania Sem Fronteiras: População Em Situação De Rua E Atuação Das Defensorias Públicas,Elaborar Um Diagnóstico Sobre As Estratégias Desenvolvidas Para Promoção De Acesso À Justiça Para Pessoas Em Situação De Rua Nas Defensorias Públicas Do Brasil.,Gustavo Correa Matta,NUPOP,25027.000568/2025-10,EMENDA PARLAMENTAR,DEP. ERIKA HILTON,,43680003 / 43680004,Pesquisa,2026-07-09,2027-07-09,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",700000.00,0.00,700000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
164,GEREB-075-FIO-26,Seminário Nacional Jeholu De Políticas Públicas Das Matrizes Africanas E Povos De Terreiro Para A Formação De Trabalhadores Do Sus E No Reconhecimento Dos Saberes Tradicionais,Seminário Nacional Jeholu De Políticas Para As Tradições De Matrizes Africanas,Raphael Alexandre Henriques Patrício,PALIN,25027.000653/2025-88,EMENDA PARLAMENTAR,DEP. ERIKA HILTON,,43680015,Extensão,2026-07-14,2027-07-14,Atenção Em Saúde,200000.00,2360.00,197640.00,2360.00,0.00,0.00,0.00,0.00,100.00,98.82
165,GEREB-066-FIO-26,"Formação Integrada Dos Agentes Comunitários De Saúde (Acs), Agentes Comunitários De Endemias (Ace) E Lideranças Comunitárias Do Estado De Mato Grosso Do Sul","Promover A Formação Dos Agentes Comunitários De Saúde (Acs), Dos Agentes De Combate Às Endemias (Ace) E De Lideranças Comunitárias Do Estado De Mato Grosso Do Sul, Por Meio De Diagnóstico Territorial E Nas Necessidades Regionais De Saúde, Fortalecendo A Integração Entre A Vigilância Em Saúde E A Atenção Primária À Saúde.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000087/2026-95,EMENDA PARLAMENTAR,DEP. VANDER LOUBET E DEP. CAMILA JARA,,14510008 / 43180002,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2026-07-15,2028-01-15,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",2000000.00,19600.00,1980400.00,19600.00,0.00,0.00,0.00,0.00,100.00,99.02
166,GEREB-071-FIO-26,Saúde Do Trabalho: Estratégia Para Bem-Estar E Produtividade Na Fiocruz Brasília,Implementar E Avaliar A Efetividade De Espaço De Descompressão Na Fiocruz Brasília Para Contribuir Para O Bem-Estar,Luciana Sepúlveda Köptcke,EGF,25027.000649/2025-10,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260010,Pesquisa,2026-07-09,2027-07-09,"Formação De Profissionais Para Saúde, Ciência, Tecnologia E Inovação",100000.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
167,GEREB-079-FIO-26,Consolidação E Aperfeiçoamento De Estratégias E Ações Intersetoriais Para Articulação E Qualificação Das Políticas Públicas Voltadas À População Em Situação De Rua,"Promover A Manutenção, Consolidação E O Aperfeiçoamento Do Colaboratório Nacional Pop Rua, Por Meio Da Execução Integrada De Ações Em Seus Quatro Eixos De Atuação: Polos Descentralizados, Escola Nacional Pop Rua, Grupo De Pesquisa E Fórum Consultivo.",Gustavo Correa Matta,NUPOP,25027.000392/2026-87,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,005/2026,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2026-07-21,2028-07-21,Assistência A Órgãos Governamentais Na Gestão De Políticas Públicas,9445774.27,850119.68,8595654.59,265261.68,970050.00,-385192.00,-385192.00,0.00,31.20,91.00
168,GEREB-037-FIO-26,Fortalecimento Da Rede De Hortos Agroflorestais Medicinais Biodinâmicos No Sus Nas Regiões De Saúde Oeste E Sudoeste,Fortalecer A Rede Colaborativa Entre Os Hortos Agroflorestais Medicinais Biodinâmicos (Hamb) Na Regiões De Saúde,Wagner De Jesus Martins,COLABORATÓRIO,25027.000128/2026-43,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260011,Extensão,2026-06-23,2027-12-23,Atenção Em Saúde,700000.00,1386.00,698614.00,1386.00,0.00,0.00,0.00,0.00,100.00,99.80
169,GEREB-077-FIO-26,Diálogos Sociais para elaboração de Planos Populares em Políticas Públicas,"mpliar as capacidades de ação e organização comunitária de territórios vulnerabilizados por meio de metodologia popular e participativa de planejamento territorial, mapeando tecnologias sociais e colhendo subsídios relevantes para o aperfeiçoamento e modelagem de políticas públicas, com destaque àqueles voltados à promoção da saúde, da segurança alimentar, da inclusão produtiva e do direito à comunicação.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000326/2026-15,DISPENSA DE TED,SECRETARIA GERAL DA PRESIDÊNCIA DA REPÚBLICA,,001/2026,Extensão,2026-07-14,2027-07-14,Popularização Da Ciência E Divulgação Científica,243100.00,4862.00,238238.00,4862.00,0.00,0.00,0.00,0.00,100.00,98.00
